protein_ID,GOslim,GO,GOslimTerm,TempPC2,TimePC12,TimexTempPC12,D_3_T_23_adj.ChiSq.pval,D_3_T_23_ChiSq.pval,D_3_T_23_FC,D_3_T_23_logFC,D_3_T_29_adj.ChiSq.pval,D_3_T_29_ChiSq.pval,D_3_T_29_FC,D_3_T_29_logFC,D_5_T_23_adj.ChiSq.pval,D_5_T_23_ChiSq.pval,D_5_T_23_FC,D_5_T_23_logFC,D_5_T_29_adj.ChiSq.pval,D_5_T_29_ChiSq.pval,D_5_T_29_FC,D_5_T_29_logFC,D_7_T_23_adj.ChiSq.pval,D_7_T_23_ChiSq.pval,D_7_T_23_FC,D_7_T_23_logFC,D_7_T_29_adj.ChiSq.pval,D_7_T_29_ChiSq.pval,D_7_T_29_FC,D_7_T_29_logFC,D_9_T_23_adj.ChiSq.pval,D_9_T_23_ChiSq.pval,D_9_T_23_FC,D_9_T_23_logFC,D_9_T_29_adj.ChiSq.pval,D_9_T_29_ChiSq.pval,D_9_T_29_FC,D_9_T_29_logFC,D_11_T_23_adj.ChiSq.pval,D_11_T_23_ChiSq.pval,D_11_T_23_FC,D_11_T_23_logFC,D_11_T_29_adj.ChiSq.pval,D_11_T_29_ChiSq.pval,D_11_T_29_FC,D_11_T_29_logFC,D_13_T_23_adj.ChiSq.pval,D_13_T_23_ChiSq.pval,D_13_T_23_FC,D_13_T_23_logFC,D_13_T_29_adj.ChiSq.pval,D_13_T_29_ChiSq.pval,D_13_T_29_FC,D_13_T_29_logFC,Entry,Entry_name,perc_ident_match,align_len,num_mismatch,num_gaps,querStart,querEnd,subjStart,subjEnd,evalue,bitscore,Entry.1,Entry_name.1,Protein_names,Gene_names,Organism,Protein_length,Pathway,Protein_fams
CHOYP_ABCF2.1.2.m.28362,GO:0006412,GO:0006412,translation,NA,0.0997828972168708,0.0827210533869565,0.986700297417779,0.0945829404293332,-0.211924225291549,-0.343593741169792,0.999430996321945,0.834135472600074,0.028559744520192,0.0406255961182307,0.982201279174495,0.629319761826604,0.0657713802216301,0.0918979972022269,0.560065526810232,0.0690399677578853,0.265483507369963,0.33968870540149,0.996246021668058,0.878855962918547,0.0207087641078172,0.0295712849092933,0.802395693897751,0.157694513964816,0.20890144474535,0.273696634187717,0.429579911089136,0.0483972840859884,0.28625016732785,0.363171264798966,0.956924302875245,0.341288600656642,-0.126253083998526,-0.194712636562072,0.776443008336651,0.156206313760674,-0.18683382286906,-0.298377885976557,0.41494546440601,0.0559312885506404,-0.247671234843146,-0.410564842278552,0.924704430723309,0.38244586514476,0.128763685855429,0.174743479972853,0.869098058948052,0.209488366528783,0.175087978310267,0.232768774765056,P79781,RS27A_CHICK,95.513,156,7,0,1,156,1,156,4.90e-96,276,P79781,RS27A_CHICK,Ubiquitin-40S ribosomal protein S27a (Ubiquitin carboxyl extension protein 80) [Cleaved into: Ubiquitin; 40S ribosomal protein S27a],RPS27A UBA80,Gallus gallus (Chicken),156,,Ubiquitin family; Eukaryotic ribosomal protein eS31 family
CHOYP_ABCF2.1.2.m.28362,GO:0034641,GO:0006281,cellular nitrogen compound metaboli...,NA,0.0997828972168708,0.0827210533869565,0.986700297417779,0.0945829404293332,-0.211924225291549,-0.343593741169792,0.999430996321945,0.834135472600074,0.028559744520192,0.0406255961182307,0.982201279174495,0.629319761826604,0.0657713802216301,0.0918979972022269,0.560065526810232,0.0690399677578853,0.265483507369963,0.33968870540149,0.996246021668058,0.878855962918547,0.0207087641078172,0.0295712849092933,0.802395693897751,0.157694513964816,0.20890144474535,0.273696634187717,0.429579911089136,0.0483972840859884,0.28625016732785,0.363171264798966,0.956924302875245,0.341288600656642,-0.126253083998526,-0.194712636562072,0.776443008336651,0.156206313760674,-0.18683382286906,-0.298377885976557,0.41494546440601,0.0559312885506404,-0.247671234843146,-0.410564842278552,0.924704430723309,0.38244586514476,0.128763685855429,0.174743479972853,0.869098058948052,0.209488366528783,0.175087978310267,0.232768774765056,P79781,RS27A_CHICK,95.513,156,7,0,1,156,1,156,4.90e-96,276,P79781,RS27A_CHICK,Ubiquitin-40S ribosomal protein S27a (Ubiquitin carboxyl extension protein 80) [Cleaved into: Ubiquitin; 40S ribosomal protein S27a],RPS27A UBA80,Gallus gallus (Chicken),156,,Ubiquitin family; Eukaryotic ribosomal protein eS31 family
CHOYP_ABCF2.1.2.m.28362,GO:0006259,GO:0006281,DNA metabolic process,NA,0.0997828972168708,0.0827210533869565,0.986700297417779,0.0945829404293332,-0.211924225291549,-0.343593741169792,0.999430996321945,0.834135472600074,0.028559744520192,0.0406255961182307,0.982201279174495,0.629319761826604,0.0657713802216301,0.0918979972022269,0.560065526810232,0.0690399677578853,0.265483507369963,0.33968870540149,0.996246021668058,0.878855962918547,0.0207087641078172,0.0295712849092933,0.802395693897751,0.157694513964816,0.20890144474535,0.273696634187717,0.429579911089136,0.0483972840859884,0.28625016732785,0.363171264798966,0.956924302875245,0.341288600656642,-0.126253083998526,-0.194712636562072,0.776443008336651,0.156206313760674,-0.18683382286906,-0.298377885976557,0.41494546440601,0.0559312885506404,-0.247671234843146,-0.410564842278552,0.924704430723309,0.38244586514476,0.128763685855429,0.174743479972853,0.869098058948052,0.209488366528783,0.175087978310267,0.232768774765056,P79781,RS27A_CHICK,95.513,156,7,0,1,156,1,156,4.90e-96,276,P79781,RS27A_CHICK,Ubiquitin-40S ribosomal protein S27a (Ubiquitin carboxyl extension protein 80) [Cleaved into: Ubiquitin; 40S ribosomal protein S27a],RPS27A UBA80,Gallus gallus (Chicken),156,,Ubiquitin family; Eukaryotic ribosomal protein eS31 family
CHOYP_ABCF2.1.2.m.28362,GO:0006464,GO:0016567,cellular protein modification proce...,NA,0.0997828972168708,0.0827210533869565,0.986700297417779,0.0945829404293332,-0.211924225291549,-0.343593741169792,0.999430996321945,0.834135472600074,0.028559744520192,0.0406255961182307,0.982201279174495,0.629319761826604,0.0657713802216301,0.0918979972022269,0.560065526810232,0.0690399677578853,0.265483507369963,0.33968870540149,0.996246021668058,0.878855962918547,0.0207087641078172,0.0295712849092933,0.802395693897751,0.157694513964816,0.20890144474535,0.273696634187717,0.429579911089136,0.0483972840859884,0.28625016732785,0.363171264798966,0.956924302875245,0.341288600656642,-0.126253083998526,-0.194712636562072,0.776443008336651,0.156206313760674,-0.18683382286906,-0.298377885976557,0.41494546440601,0.0559312885506404,-0.247671234843146,-0.410564842278552,0.924704430723309,0.38244586514476,0.128763685855429,0.174743479972853,0.869098058948052,0.209488366528783,0.175087978310267,0.232768774765056,P79781,RS27A_CHICK,95.513,156,7,0,1,156,1,156,4.90e-96,276,P79781,RS27A_CHICK,Ubiquitin-40S ribosomal protein S27a (Ubiquitin carboxyl extension protein 80) [Cleaved into: Ubiquitin; 40S ribosomal protein S27a],RPS27A UBA80,Gallus gallus (Chicken),156,,Ubiquitin family; Eukaryotic ribosomal protein eS31 family
CHOYP_ABCF2.1.2.m.28362,GO:0009056,GO:0019941,catabolic process,NA,0.0997828972168708,0.0827210533869565,0.986700297417779,0.0945829404293332,-0.211924225291549,-0.343593741169792,0.999430996321945,0.834135472600074,0.028559744520192,0.0406255961182307,0.982201279174495,0.629319761826604,0.0657713802216301,0.0918979972022269,0.560065526810232,0.0690399677578853,0.265483507369963,0.33968870540149,0.996246021668058,0.878855962918547,0.0207087641078172,0.0295712849092933,0.802395693897751,0.157694513964816,0.20890144474535,0.273696634187717,0.429579911089136,0.0483972840859884,0.28625016732785,0.363171264798966,0.956924302875245,0.341288600656642,-0.126253083998526,-0.194712636562072,0.776443008336651,0.156206313760674,-0.18683382286906,-0.298377885976557,0.41494546440601,0.0559312885506404,-0.247671234843146,-0.410564842278552,0.924704430723309,0.38244586514476,0.128763685855429,0.174743479972853,0.869098058948052,0.209488366528783,0.175087978310267,0.232768774765056,P79781,RS27A_CHICK,95.513,156,7,0,1,156,1,156,4.90e-96,276,P79781,RS27A_CHICK,Ubiquitin-40S ribosomal protein S27a (Ubiquitin carboxyl extension protein 80) [Cleaved into: Ubiquitin; 40S ribosomal protein S27a],RPS27A UBA80,Gallus gallus (Chicken),156,,Ubiquitin family; Eukaryotic ribosomal protein eS31 family
CHOYP_ABCF2.1.2.m.28362,GO:0009058,GO:0006412,biosynthetic process,NA,0.0997828972168708,0.0827210533869565,0.986700297417779,0.0945829404293332,-0.211924225291549,-0.343593741169792,0.999430996321945,0.834135472600074,0.028559744520192,0.0406255961182307,0.982201279174495,0.629319761826604,0.0657713802216301,0.0918979972022269,0.560065526810232,0.0690399677578853,0.265483507369963,0.33968870540149,0.996246021668058,0.878855962918547,0.0207087641078172,0.0295712849092933,0.802395693897751,0.157694513964816,0.20890144474535,0.273696634187717,0.429579911089136,0.0483972840859884,0.28625016732785,0.363171264798966,0.956924302875245,0.341288600656642,-0.126253083998526,-0.194712636562072,0.776443008336651,0.156206313760674,-0.18683382286906,-0.298377885976557,0.41494546440601,0.0559312885506404,-0.247671234843146,-0.410564842278552,0.924704430723309,0.38244586514476,0.128763685855429,0.174743479972853,0.869098058948052,0.209488366528783,0.175087978310267,0.232768774765056,P79781,RS27A_CHICK,95.513,156,7,0,1,156,1,156,4.90e-96,276,P79781,RS27A_CHICK,Ubiquitin-40S ribosomal protein S27a (Ubiquitin carboxyl extension protein 80) [Cleaved into: Ubiquitin; 40S ribosomal protein S27a],RPS27A UBA80,Gallus gallus (Chicken),156,,Ubiquitin family; Eukaryotic ribosomal protein eS31 family
CHOYP_ABCF2.1.2.m.28362,GO:0034641,GO:0006412,cellular nitrogen compound metaboli...,NA,0.0997828972168708,0.0827210533869565,0.986700297417779,0.0945829404293332,-0.211924225291549,-0.343593741169792,0.999430996321945,0.834135472600074,0.028559744520192,0.0406255961182307,0.982201279174495,0.629319761826604,0.0657713802216301,0.0918979972022269,0.560065526810232,0.0690399677578853,0.265483507369963,0.33968870540149,0.996246021668058,0.878855962918547,0.0207087641078172,0.0295712849092933,0.802395693897751,0.157694513964816,0.20890144474535,0.273696634187717,0.429579911089136,0.0483972840859884,0.28625016732785,0.363171264798966,0.956924302875245,0.341288600656642,-0.126253083998526,-0.194712636562072,0.776443008336651,0.156206313760674,-0.18683382286906,-0.298377885976557,0.41494546440601,0.0559312885506404,-0.247671234843146,-0.410564842278552,0.924704430723309,0.38244586514476,0.128763685855429,0.174743479972853,0.869098058948052,0.209488366528783,0.175087978310267,0.232768774765056,P79781,RS27A_CHICK,95.513,156,7,0,1,156,1,156,4.90e-96,276,P79781,RS27A_CHICK,Ubiquitin-40S ribosomal protein S27a (Ubiquitin carboxyl extension protein 80) [Cleaved into: Ubiquitin; 40S ribosomal protein S27a],RPS27A UBA80,Gallus gallus (Chicken),156,,Ubiquitin family; Eukaryotic ribosomal protein eS31 family
CHOYP_ABCF2.1.2.m.28362,GO:0006950,GO:0006281,response to stress,NA,0.0997828972168708,0.0827210533869565,0.986700297417779,0.0945829404293332,-0.211924225291549,-0.343593741169792,0.999430996321945,0.834135472600074,0.028559744520192,0.0406255961182307,0.982201279174495,0.629319761826604,0.0657713802216301,0.0918979972022269,0.560065526810232,0.0690399677578853,0.265483507369963,0.33968870540149,0.996246021668058,0.878855962918547,0.0207087641078172,0.0295712849092933,0.802395693897751,0.157694513964816,0.20890144474535,0.273696634187717,0.429579911089136,0.0483972840859884,0.28625016732785,0.363171264798966,0.956924302875245,0.341288600656642,-0.126253083998526,-0.194712636562072,0.776443008336651,0.156206313760674,-0.18683382286906,-0.298377885976557,0.41494546440601,0.0559312885506404,-0.247671234843146,-0.410564842278552,0.924704430723309,0.38244586514476,0.128763685855429,0.174743479972853,0.869098058948052,0.209488366528783,0.175087978310267,0.232768774765056,P79781,RS27A_CHICK,95.513,156,7,0,1,156,1,156,4.90e-96,276,P79781,RS27A_CHICK,Ubiquitin-40S ribosomal protein S27a (Ubiquitin carboxyl extension protein 80) [Cleaved into: Ubiquitin; 40S ribosomal protein S27a],RPS27A UBA80,Gallus gallus (Chicken),156,,Ubiquitin family; Eukaryotic ribosomal protein eS31 family
CHOYP_ADD.3.5.m.17639,GO:0022607,GO:0051017,cellular component assembly,0.0305946117043413,0.0255161385214915,NA,0.986700297417779,0.257624244201756,0.21029436347681,0.275357977317924,0.851907074630185,0.0965445105904932,0.318789683769016,0.399214506684562,0.982201279174495,0.388172495566719,0.158185768563031,0.211866674648229,0.718979962136063,0.106043442170955,0.313692402888819,0.393627512512294,0.996246021668058,0.2525359831754,0.214116873179834,0.279907304823602,0.256018526422386,0.020473756168067,0.475318925836481,0.561026861584226,0.640192194966931,0.103056437111394,0.312835902201248,0.392686597970553,0.16267544717836,0.0136702656480317,0.49510853758494,0.580250220845916,0.376538063812016,0.0405276729062097,0.406906560432897,0.492526515300453,0.0748376248955837,0.00502493294281927,0.57567937698265,0.655974001611885,0.462049995152732,0.050428693045715,0.400593581022153,0.486038380674935,0.398635192428793,0.0534320527007536,0.370452399395595,0.454652219189931,Q02645,HTS_DROME,44.154,650,304,14,33,643,26,655,1.27e-175,540,Q02645,HTS_DROME,Protein hu-li tai shao (Adducin-like protein),hts CG9325,Drosophila melanogaster (Fruit fly),1156,,Aldolase class II family, Adducin subfamily
CHOYP_ADD.3.5.m.17639,GO:0008283,GO:0048135,cell proliferation,0.0305946117043413,0.0255161385214915,NA,0.986700297417779,0.257624244201756,0.21029436347681,0.275357977317924,0.851907074630185,0.0965445105904932,0.318789683769016,0.399214506684562,0.982201279174495,0.388172495566719,0.158185768563031,0.211866674648229,0.718979962136063,0.106043442170955,0.313692402888819,0.393627512512294,0.996246021668058,0.2525359831754,0.214116873179834,0.279907304823602,0.256018526422386,0.020473756168067,0.475318925836481,0.561026861584226,0.640192194966931,0.103056437111394,0.312835902201248,0.392686597970553,0.16267544717836,0.0136702656480317,0.49510853758494,0.580250220845916,0.376538063812016,0.0405276729062097,0.406906560432897,0.492526515300453,0.0748376248955837,0.00502493294281927,0.57567937698265,0.655974001611885,0.462049995152732,0.050428693045715,0.400593581022153,0.486038380674935,0.398635192428793,0.0534320527007536,0.370452399395595,0.454652219189931,Q02645,HTS_DROME,44.154,650,304,14,33,643,26,655,1.27e-175,540,Q02645,HTS_DROME,Protein hu-li tai shao (Adducin-like protein),hts CG9325,Drosophila melanogaster (Fruit fly),1156,,Aldolase class II family, Adducin subfamily
